component_id	size	num_edges	n_species	species_entropy	species_entropy_norm	high_z_frac	max_z	top10_mean_z
0	107	374	22	2.892336	0.935715	0.005348	5.835906	3.505134
1	99	452	48	3.838959	0.991671	0.000000	1.508020	1.448084
2	98	553	49	3.877674	0.996365	0.343580	14.091024	13.173473
3	97	634	50	3.903001	0.997694	0.250789	7.978279	7.846619
4	97	620	50	3.903001	0.997694	0.232258	10.551008	8.599798
5	97	632	50	3.903001	0.997694	0.604430	19.809716	16.903430
6	96	530	50	3.900082	0.996948	0.115094	9.456606	7.909417
7	95	469	49	3.882619	0.997636	0.000000	1.540408	1.352124
8	95	589	49	3.882619	0.997636	0.466893	15.706135	14.259310
9	95	538	49	3.882619	0.997636	0.070632	5.954932	5.428110
10	94	549	48	3.864895	0.998371	0.014572	4.435097	3.696692
11	93	656	42	3.703177	0.990771	0.176829	11.634102	9.265246
12	89	501	46	3.812975	0.995908	0.007984	3.410972	3.052904
13	89	453	46	3.818854	0.997444	0.048565	5.384855	4.470287
14	87	505	45	3.796663	0.997373	0.015842	3.864928	3.396497
15	85	517	44	3.773968	0.997299	0.000000	2.193209	1.886087
16	85	508	41	3.680110	0.990989	0.000000	2.164270	1.789767
17	84	373	43	3.754173	0.998132	0.069705	4.696583	4.197394
18	83	495	43	3.750747	0.997221	0.046465	6.755726	5.502221
19	80	330	37	3.567579	0.987998	0.024242	3.511940	3.198288
20	80	327	42	3.723537	0.996219	0.000000	1.404628	0.968013
21	77	301	41	3.695668	0.995179	0.000000	2.624725	2.488291
22	76	286	40	3.674068	0.995985	0.000000	2.815098	1.908360
23	75	485	38	3.633583	0.998899	0.309278	7.936203	7.713348
24	75	477	38	3.633583	0.998899	0.016771	4.084390	3.802447
25	75	368	36	3.527210	0.984287	0.021739	3.419919	3.015568
26	73	333	37	3.606807	0.998862	0.000000	1.485713	1.250066
27	72	291	37	3.602773	0.997744	0.006873	3.651954	2.239068
28	72	301	37	3.595506	0.995732	0.006645	3.088327	1.845125
29	72	285	33	3.434206	0.982182	0.000000	1.631186	1.538547
30	72	320	37	3.602773	0.997744	0.031250	4.569589	3.792934
31	71	306	36	3.579295	0.998821	0.084967	3.721960	3.618361
32	71	332	31	3.290820	0.958309	0.063253	5.754461	4.608439
33	69	442	35	3.551005	0.998778	0.000000	2.998675	2.945590
34	69	398	36	3.571096	0.996533	0.211055	6.640416	5.503311
35	67	389	35	3.542582	0.996409	0.149100	7.826112	7.498408
36	66	243	30	3.312616	0.973956	0.000000	2.173184	1.603522
37	65	362	33	3.491904	0.998683	0.204420	6.954810	6.400382
38	63	222	29	3.306957	0.982081	0.031532	3.219517	2.914735
39	60	239	31	3.424302	0.997180	0.000000	2.885788	2.207825
40	57	336	29	3.362065	0.998446	0.119048	6.401530	5.252361
41	57	357	30	3.386386	0.995645	0.280112	15.048351	14.240184
42	57	225	31	3.410706	0.993220	0.000000	2.153190	1.692688
43	56	163	31	3.406470	0.991987	0.000000	1.383010	0.827336
44	55	233	29	3.351994	0.995456	0.128755	7.856018	6.691339
45	55	266	29	3.351994	0.995456	0.015038	3.579882	2.971548
46	54	280	27	3.295837	1.000000	0.000000	2.263630	2.200666
47	53	234	28	3.316379	0.995251	0.038462	7.029524	5.087953
48	52	169	23	3.084549	0.983752	0.029586	4.139307	3.218284
49	51	198	26	3.252270	0.998212	0.000000	1.909137	1.281327
50	51	198	24	3.143541	0.989140	0.010101	12.783376	3.909657
51	51	328	26	3.252270	0.998212	0.024390	4.645698	3.992063
52	51	221	27	3.279452	0.995029	0.000000	2.956665	2.240947
53	49	222	26	3.241111	0.994787	0.000000	1.852600	1.521934
54	49	248	27	3.269402	0.991979	0.072581	11.600624	6.689348
55	48	314	17	2.773718	0.979001	0.121019	5.792715	4.981831
56	48	131	24	3.178054	1.000000	0.000000	0.555349	0.340383
57	47	308	24	3.171748	0.998016	0.000000	2.535585	2.244268
58	47	100	24	3.171748	0.998016	0.000000	1.717758	1.312631
59	46	307	23	3.105357	0.990388	0.309446	12.948330	11.281784
60	46	149	24	3.165631	0.996091	0.000000	2.722557	1.678572
61	46	205	24	3.165631	0.996091	0.000000	2.842463	2.394740
62	45	282	23	3.128919	0.997903	0.418440	13.523506	11.531318
63	45	172	22	3.074857	0.994764	0.000000	2.890621	1.572846
64	45	228	22	3.055678	0.988559	0.096491	9.694021	7.274819
65	45	109	20	2.901645	0.968593	0.000000	2.357124	1.257790
66	44	170	22	3.091042	1.000000	0.070588	6.446420	4.688323
67	44	271	23	3.122549	0.995871	0.029520	3.140590	3.009027
68	43	258	22	3.084173	0.997778	0.000000	2.795182	2.510549
69	43	152	23	3.116412	0.993914	0.013158	3.417241	2.662779
70	41	140	21	3.037331	0.997638	0.000000	1.604512	1.106130
71	40	269	21	3.030390	0.995358	0.000000	2.216921	1.706576
72	40	218	21	3.030390	0.995358	0.000000	2.018464	1.514770
73	40	158	20	2.920101	0.974754	0.000000	1.559831	1.230595
74	40	199	21	3.030390	0.995358	0.412060	8.581844	7.653812
75	39	168	20	2.988187	0.997481	0.011905	3.632862	2.565559
76	39	112	15	2.605894	0.962277	0.035714	3.336411	2.623223
77	39	176	19	2.881549	0.978641	0.130682	5.487364	4.588839
78	39	237	21	3.023733	0.993172	0.092827	7.648389	5.774289
79	39	78	19	2.881549	0.978641	0.000000	1.102509	0.072418
80	38	185	19	2.907958	0.987610	0.172973	5.920811	5.368222
81	38	186	20	2.944439	0.982878	0.053763	8.904015	6.152999
82	38	139	16	2.684241	0.968135	0.057554	11.489643	6.761043
83	37	86	21	3.011439	0.989134	0.000000	0.702406	0.361551
84	37	122	18	2.861570	0.990035	0.000000	0.811685	0.552279
85	37	232	19	2.936504	0.997305	0.000000	2.042463	1.843041
86	37	115	19	2.936504	0.997305	0.000000	1.220409	0.966055
87	37	102	20	2.973972	0.992736	0.000000	-0.042807	-0.078567
88	36	121	18	2.890372	1.000000	0.000000	0.234979	0.179500
89	36	120	18	2.890372	1.000000	0.000000	2.556779	2.223104
90	36	200	19	2.914345	0.989779	0.390000	8.604146	7.694713
91	36	105	19	2.928880	0.994716	0.000000	0.674491	0.470095
92	35	192	18	2.882005	0.997105	0.031250	4.637550	2.927226
93	35	193	17	2.748230	0.970005	0.072539	8.032962	6.845509
94	35	114	18	2.882005	0.997105	0.070175	20.963778	11.066923
95	35	151	19	2.921613	0.992248	0.092715	4.855792	4.267264
96	35	101	15	2.597527	0.959187	0.000000	2.030552	1.681693
97	35	164	20	2.961222	0.988480	0.000000	1.455350	1.141443
98	35	108	17	2.802788	0.989261	0.000000	1.955658	1.336839
99	34	68	16	2.751667	0.992454	0.000000	0.321376	0.010693
100	34	111	15	2.629347	0.970937	0.000000	2.715431	2.031071
101	34	154	17	2.833213	1.000000	0.194805	6.678679	6.391110
102	34	99	18	2.873987	0.994331	0.000000	1.649011	1.164868
103	34	117	16	2.736277	0.986903	0.034188	3.133077	2.782732
104	34	180	17	2.833213	1.000000	0.000000	2.873151	2.335025
105	33	166	18	2.866374	0.991697	0.024096	3.107946	2.614211
106	33	135	16	2.740347	0.988371	0.029630	12.175194	6.374577
107	33	177	19	2.908383	0.987754	0.090395	8.404587	4.916435
108	32	145	16	2.772589	1.000000	0.000000	0.948098	0.808388
109	32	155	15	2.642624	0.975840	0.045161	4.142919	3.633604
110	32	78	16	2.772589	1.000000	0.000000	0.338642	-0.242131
111	31	79	16	2.763200	0.996614	0.000000	1.477110	0.589836
112	31	137	15	2.673761	0.987338	0.000000	2.022816	1.328500
113	31	160	15	2.673761	0.987338	0.343750	14.844270	10.305525
114	31	151	16	2.763200	0.996614	0.000000	1.488157	1.271534
115	31	155	6	1.361635	0.759943	0.000000	2.342256	1.550493
116	31	74	17	2.807919	0.991072	0.000000	0.200451	-0.283676
117	31	108	13	2.494885	0.972684	0.000000	1.190906	1.010107
118	31	77	15	2.673761	0.987338	0.000000	1.078115	0.751180
119	30	209	15	2.708050	1.000000	0.000000	1.894974	1.728778
120	30	54	16	2.754260	0.993389	0.000000	2.280127	1.805300
121	30	160	15	2.708050	1.000000	0.000000	1.913266	1.510482
122	30	94	15	2.708050	1.000000	0.000000	1.213782	0.822441
123	30	61	16	2.754260	0.993389	0.000000	0.643695	0.265343
124	30	81	15	2.615631	0.965872	0.000000	2.813972	2.325623
125	30	86	14	2.598189	0.984514	0.000000	1.175309	0.849000
126	30	86	16	2.754260	0.993389	0.000000	2.102482	1.809407
127	30	97	16	2.754260	0.993389	0.000000	2.754565	1.553590
128	30	165	16	2.754260	0.993389	0.103030	11.595682	8.004158
129	29	117	14	2.584401	0.979289	0.205128	4.962316	4.633616
130	29	168	15	2.698050	0.996307	0.119048	7.569836	7.237138
131	29	152	15	2.698050	0.996307	0.092105	22.500837	11.227230
132	29	115	15	2.698050	0.996307	0.104348	5.805298	4.825224
133	29	96	13	2.506837	0.977344	0.062500	4.771915	3.109595
134	29	82	15	2.698050	0.996307	0.000000	0.107719	0.022884
135	29	172	15	2.698050	0.996307	0.011628	5.034908	1.770563
136	29	56	15	2.698050	0.996307	0.000000	0.980053	0.237623
137	28	115	14	2.620370	0.992919	0.191304	7.694322	6.116095
138	28	150	14	2.639057	1.000000	0.026667	3.199832	1.941967
139	28	150	9	2.029355	0.923599	0.213333	12.138514	9.903280
140	28	54	14	2.620370	0.992919	0.000000	1.596286	1.405381
141	28	77	15	2.688568	0.992806	0.000000	1.824789	1.100522
142	28	140	15	2.688568	0.992806	0.142857	6.598136	5.050656
143	28	52	14	2.639057	1.000000	0.000000	-0.172967	-0.262760
144	28	112	13	2.540036	0.990287	0.000000	2.751254	2.442704
145	28	118	15	2.688568	0.992806	0.084746	4.082422	3.782826
146	28	122	14	2.589547	0.981239	0.000000	1.828667	1.518017
147	28	139	15	2.669880	0.985905	0.000000	2.472246	2.359812
148	28	120	13	2.490526	0.970984	0.000000	1.425513	1.186967
149	27	182	14	2.628362	0.995947	0.000000	2.826845	2.223573
150	27	142	14	2.628362	0.995947	0.000000	1.669844	1.353090
151	27	104	14	2.628362	0.995947	0.038462	4.933287	3.111665
152	27	71	14	2.628362	0.995947	0.000000	1.703760	1.225647
153	27	173	14	2.608982	0.988604	0.104046	14.328302	8.085969
154	27	101	14	2.628362	0.995947	0.178218	4.971388	4.478472
155	27	66	14	2.628362	0.995947	0.060606	3.289018	1.942298
156	27	135	14	2.628362	0.995947	0.000000	0.487492	0.239986
157	27	139	14	2.628362	0.995947	0.028777	4.029550	3.055954
158	27	53	15	2.679706	0.989533	0.000000	1.219046	0.819095
159	27	113	12	2.422985	0.975081	0.035398	8.584337	4.715220
160	27	66	15	2.679706	0.989533	0.181818	5.892576	5.005115
161	27	180	14	2.628362	0.995947	0.200000	14.769113	9.159194
162	27	78	11	2.320296	0.967639	0.000000	0.169121	0.098404
163	26	109	13	2.491505	0.971366	0.000000	2.957486	2.548500
164	26	74	13	2.564949	1.000000	0.000000	0.489435	0.048728
165	26	140	13	2.564949	1.000000	0.171429	4.671704	4.459400
166	26	114	13	2.564949	1.000000	0.070175	3.818601	3.363159
167	26	124	13	2.564949	1.000000	0.000000	0.982150	0.805465
168	26	104	7	1.808765	0.929521	0.000000	1.644728	1.477670
169	26	55	14	2.598143	0.984497	0.000000	0.847754	0.355781
170	26	73	14	2.618268	0.992123	0.000000	1.453376	1.205337
171	26	89	13	2.564949	1.000000	0.000000	0.999512	0.863509
172	26	123	14	2.618268	0.992123	0.000000	1.857231	1.350889
173	26	128	14	2.618268	0.992123	0.031250	4.327344	3.434553
174	26	48	14	2.618268	0.992123	0.000000	0.161174	0.037482
175	26	129	13	2.564949	1.000000	0.031008	4.036448	2.826823
176	26	53	13	2.511630	0.979212	0.075472	3.712155	1.865824
177	26	76	9	2.004579	0.912323	0.000000	2.437874	0.999881
178	26	77	11	2.298354	0.958488	0.077922	3.759953	2.566437
179	26	81	14	2.618268	0.992123	0.012346	3.139389	1.277535
180	26	74	14	2.618268	0.992123	0.000000	2.206916	1.549060
181	25	44	14	2.608906	0.988575	0.000000	2.346217	0.858096
182	25	78	13	2.553455	0.995518	0.000000	1.537355	1.328649
183	25	140	13	2.553455	0.995518	0.000000	1.054053	0.840143
184	25	97	9	2.120663	0.965156	0.000000	1.472707	1.351459
185	25	98	13	2.553455	0.995518	0.000000	2.570468	2.226925
186	25	168	13	2.553455	0.995518	0.321429	6.231374	5.930618
187	25	75	13	2.553455	0.995518	0.000000	0.079245	-0.055403
188	25	106	8	1.967900	0.946360	0.000000	1.887717	1.698865
189	25	157	10	2.255266	0.979449	0.050955	4.614198	3.818285
190	25	66	14	2.608906	0.988575	0.000000	1.443775	0.951076
191	24	78	12	2.484907	1.000000	0.076923	3.798391	2.767656
192	24	50	12	2.484907	1.000000	0.000000	1.398626	0.307463
193	24	156	12	2.484907	1.000000	0.307692	7.756570	7.443594
194	24	60	12	2.463105	0.991226	0.000000	1.091089	0.840155
195	24	104	12	2.484907	1.000000	0.000000	2.225222	1.954571
196	24	125	13	2.542669	0.991313	0.248000	9.921549	8.777510
197	24	74	11	2.347580	0.979017	0.000000	2.928271	2.868842
198	24	90	12	2.484907	1.000000	0.000000	2.258404	2.041417
199	24	80	11	2.369382	0.988109	0.000000	1.097258	0.784100
200	24	67	12	2.484907	1.000000	0.000000	1.654026	1.461243
201	24	120	12	2.484907	1.000000	0.266667	5.254756	4.822330
202	24	109	12	2.484907	1.000000	0.000000	2.228775	1.694790
203	24	48	12	2.484907	1.000000	0.000000	0.731048	0.210747
204	24	76	12	2.484907	1.000000	0.000000	2.386582	1.643021
205	24	51	14	2.600431	0.985364	0.000000	0.080338	-0.036895
206	24	62	14	2.600431	0.985364	0.000000	1.681776	1.495983
207	24	70	12	2.484907	1.000000	0.057143	4.175168	1.821695
208	24	164	12	2.484907	1.000000	0.414634	7.208682	5.475292
209	24	102	12	2.484907	1.000000	0.078431	6.277492	4.356115
210	24	128	12	2.484907	1.000000	0.000000	1.567869	1.452811
211	24	112	12	2.484907	1.000000	0.000000	1.368547	1.006595
212	24	94	13	2.542669	0.991313	0.000000	2.443162	1.639302
213	24	86	12	2.484907	1.000000	0.000000	0.872318	0.609184
214	24	46	14	2.600431	0.985364	0.000000	0.724015	0.576918
215	23	45	12	2.472484	0.995001	0.000000	0.516294	0.037039
216	23	46	10	2.268913	0.985376	0.000000	1.064029	0.811774
217	23	64	12	2.472484	0.995001	0.000000	0.615477	0.283970
218	23	110	12	2.472484	0.995001	0.000000	1.099733	0.768531
219	23	97	13	2.532758	0.987449	0.000000	1.428180	1.203038
220	23	63	10	2.182880	0.948013	0.000000	1.209884	1.020399
221	22	78	11	2.397895	1.000000	0.000000	0.872464	0.442603
222	22	68	11	2.397895	1.000000	0.147059	3.642216	3.389981
223	22	109	11	2.397895	1.000000	0.000000	2.061509	1.581414
224	22	71	11	2.397895	1.000000	0.000000	2.239728	1.898220
225	22	100	11	2.397895	1.000000	0.000000	0.480539	0.285779
226	22	40	11	2.397895	1.000000	0.200000	3.364231	3.135343
227	22	50	12	2.460909	0.990342	0.000000	1.994168	0.967393
228	22	60	11	2.397895	1.000000	0.000000	-0.021752	-0.127736
229	22	132	11	2.397895	1.000000	0.000000	1.478284	1.164360
230	22	82	8	1.972247	0.948450	0.000000	1.401809	1.161306
231	22	67	13	2.523922	0.984005	0.000000	0.767872	0.503745
232	22	75	12	2.460909	0.990342	0.000000	2.816843	1.751969
233	22	69	12	2.460909	0.990342	0.000000	2.069489	1.960950
234	22	102	11	2.397895	1.000000	0.000000	0.849755	0.750009
235	22	82	11	2.397895	1.000000	0.000000	2.375182	0.987050
236	22	60	11	2.397895	1.000000	0.066667	4.417747	2.712891
237	22	50	12	2.397895	0.964984	0.000000	0.674491	0.223634
238	22	84	10	2.271869	0.986660	0.000000	0.658333	0.370725
239	22	69	12	2.460909	0.990342	0.086957	7.387704	4.775402
240	21	54	12	2.450396	0.986112	0.000000	0.268825	-0.080319
241	21	41	11	2.318368	0.966835	0.000000	2.333206	0.860262
242	21	96	10	2.252354	0.978185	0.041667	3.604445	2.875131
243	21	114	7	1.869155	0.960556	0.000000	2.927878	2.110863
244	21	114	11	2.384382	0.994365	0.000000	2.263710	1.521465
245	21	90	11	2.384382	0.994365	0.311111	11.198892	8.904276
246	21	127	10	2.252354	0.978185	0.031496	3.080106	2.428278
247	21	49	10	2.252354	0.978185	0.000000	0.777227	0.671153
248	20	84	6	1.695743	0.946412	0.071429	3.490926	3.067047
249	20	60	10	2.302585	1.000000	0.000000	1.505850	1.116951
250	20	122	10	2.302585	1.000000	0.000000	2.370834	1.982865
251	20	39	10	2.302585	1.000000	0.102564	3.341064	2.459999
252	20	53	11	2.371900	0.989159	0.000000	0.547782	0.179873
253	20	39	10	2.302585	1.000000	0.000000	0.582179	-0.046181
254	20	104	10	2.302585	1.000000	0.000000	1.992591	1.960691
255	20	62	10	2.302585	1.000000	0.000000	2.215529	1.459883
256	20	116	10	2.302585	1.000000	0.137931	5.772978	5.449350
257	20	132	10	2.302585	1.000000	0.272727	5.886596	5.606409
258	20	70	10	2.302585	1.000000	0.000000	0.826188	0.642416
259	20	48	10	2.302585	1.000000	0.166667	3.853618	3.140327
260	20	28	10	2.276423	0.988638	0.000000	0.697340	0.238132
261	20	37	10	2.302585	1.000000	0.000000	0.197041	0.098686
262	20	124	10	2.302585	1.000000	0.000000	2.093322	1.934308
263	20	106	10	2.302585	1.000000	0.000000	2.354037	2.043207
264	20	90	10	2.302585	1.000000	0.000000	0.674491	0.251069
265	20	48	10	2.302585	1.000000	0.000000	2.055073	1.183221
266	20	102	10	2.302585	1.000000	0.000000	2.401629	1.990508
267	20	104	10	2.302585	1.000000	0.038462	3.277802	2.947569
268	20	88	10	2.302585	1.000000	0.000000	0.439356	0.216188
269	20	36	10	2.302585	1.000000			
270	20	74	10	2.302585	1.000000	0.108108	3.422711	3.118454
271	20	67	11	2.371900	0.989159	0.000000	2.547849	1.686484
272	20	72	10	2.302585	1.000000	0.000000	0.257519	0.097642
273	20	58	11	2.371900	0.989159	0.000000	2.111336	1.459847
274	20	42	9	2.068479	0.941405	0.000000	0.076330	-0.052072
275	19	64	10	2.287773	0.993567	0.062500	4.344261	1.962022
276	19	74	7	1.789748	0.919748	0.216216	6.420573	5.479117
277	19	61	11	2.360736	0.984503	0.000000	1.439684	1.037976
278	19	42	10	2.287773	0.993567	0.000000	2.172366	1.663483
279	19	75	9	2.141848	0.974797	0.000000	0.815535	0.643201
280	19	50	10	2.287773	0.993567	0.000000	1.547147	1.405638
281	19	54	10	2.287773	0.993567	0.000000	0.725374	0.480933
282	19	111	10	2.287773	0.993567	0.666667	6.885206	6.840964
283	19	58	8	1.968382	0.946592	0.137931	8.513756	5.310095
284	19	116	10	2.287773	0.993567	0.275862	4.560241	4.185088
285	19	64	10	2.287773	0.993567	0.000000	2.113736	1.842560
286	19	58	10	2.287773	0.993567	0.000000	1.596667	0.739395
287	19	33	10	2.214810	0.961880	0.000000	0.495357	0.221938
288	19	44	8	2.010163	0.966684	0.000000	2.063036	1.290276
289	19	31	10	2.287773	0.993567	0.000000	1.467640	1.018191
290	19	102	10	2.287773	0.993567	0.000000	2.917156	2.616998
291	19	85	10	2.287773	0.993567	0.000000	2.874414	1.868595
292	19	70	9	2.141848	0.974797	0.000000	2.309969	2.119619
293	19	70	10	2.287773	0.993567	0.000000	0.708709	0.494900
294	19	44	10	2.287773	0.993567	0.000000	1.727342	0.306360
295	19	81	10	2.287773	0.993567	0.000000	1.037322	0.744580
296	19	111	9	2.141848	0.974797	0.054054	4.168321	3.378705
297	19	27	12	2.433699	0.979393	0.000000	-0.600522	-0.800069
298	19	32	8	1.809158	0.870021	0.000000	0.789745	0.338260
299	18	58	9	2.197225	1.000000	0.172414	5.388253	4.224723
300	18	68	7	1.889159	0.970836	0.000000	0.674491	0.412072
301	18	104	9	2.197225	1.000000	0.000000	1.185515	0.688524
302	18	114	9	2.197225	1.000000	0.000000	2.387594	1.732197
303	18	112	9	2.197225	1.000000	0.000000	2.465278	2.287274
304	18	100	9	2.197225	1.000000	0.040000	3.220316	2.067862
305	18	50	8	1.966176	0.945531	0.000000	0.477918	0.348407
306	18	89	10	2.274241	0.987690	0.269663	4.951337	4.644321
307	18	40	9	2.197225	1.000000	0.000000	2.623435	1.353172
308	18	84	9	2.197225	1.000000	0.000000	0.280031	0.230477
309	18	76	8	2.043192	0.982568	0.000000	0.674491	0.327040
310	18	38	8	2.043192	0.982568	0.000000	0.850434	0.575847
311	18	78	9	2.197225	1.000000	0.000000	0.239264	0.152561
312	18	40	10	2.274241	0.987690	0.000000	0.995305	0.380260
313	18	94	9	2.197225	1.000000	0.000000	2.857981	2.758667
314	18	96	9	2.197225	1.000000	0.166667	4.746872	4.196572
315	18	112	9	2.197225	1.000000	0.107143	3.305397	3.138605
316	18	90	9	2.197225	1.000000	0.044444	3.112833	2.833146
317	18	72	9	2.197225	1.000000	0.000000	0.500635	0.233608
318	18	76	9	2.197225	1.000000	0.000000	2.703567	1.890489
319	18	19	9	2.091139	0.951718	0.000000	-0.156393	-0.201486
320	18	88	9	2.197225	1.000000	0.000000	2.091165	1.406534
321	18	30	11	2.351257	0.980550	0.000000	-0.706031	-0.821419
322	18	58	9	2.197225	1.000000	0.000000	2.711828	2.240923
323	18	75	8	2.043192	0.982568	0.026667	3.306621	2.171409
324	18	60	9	2.197225	1.000000	0.000000	2.472767	2.290247
325	18	32	8	2.043192	0.982568	0.000000	0.188146	0.112799
326	18	44	8	2.043192	0.982568	0.000000	1.233081	1.104139
327	18	88	9	2.197225	1.000000	0.045455	3.132858	1.827485
328	18	68	9	2.197225	1.000000	0.000000	1.031864	0.414405
329	18	50	9	2.197225	1.000000	0.000000	0.225418	0.201182
330	18	72	9	2.197225	1.000000	0.000000	0.131566	0.051530
331	18	87	10	2.274241	0.987690	0.000000	1.373466	0.826019
332	18	59	10	2.274241	0.987690	0.000000	2.396076	1.305955
333	18	106	8	2.062070	0.991646	0.075472	4.994397	3.782272
334	18	97	10	2.274241	0.987690	0.360825	5.849001	4.987152
335	18	44	8	2.043192	0.982568	0.000000	0.600405	0.439183
336	18	54	9	2.197225	1.000000	0.000000	0.410466	0.175412
337	18	60	9	2.197225	1.000000	0.000000	1.994854	1.089987
338	18	98	9	2.197225	1.000000	0.040816	3.152492	2.800046
339	18	30	10	2.274241	0.987690	0.000000	-0.492774	-0.716642
340	18	42	8	2.043192	0.982568	0.000000	-0.311476	-0.315758
341	17	50	7	1.905420	0.979192	0.000000	2.090212	1.396495
342	17	30	9	2.180840	0.992543	0.000000	2.886633	0.923323
343	17	34	9	2.180840	0.992543	0.000000	0.937484	0.719248
344	17	80	9	2.180840	0.992543	0.000000	0.604235	0.543940
345	17	88	9	2.180840	0.992543	0.000000	1.677314	1.399161
346	17	54	9	2.180840	0.992543	0.000000	1.065054	0.220650
347	17	60	8	2.017746	0.970331	0.000000	1.441573	0.659279
348	17	36	9	2.180840	0.992543	0.000000	0.617383	0.044536
349	17	67	9	2.180840	0.992543	0.000000	1.008393	0.780607
350	17	84	9	2.180840	0.992543	0.000000	1.426611	1.163778
351	17	31	7	1.854653	0.953103	0.000000	0.780920	0.521053
352	17	31	9	2.180840	0.992543	0.000000	-0.023660	-0.205409
353	17	27	7	1.854653	0.953103	0.000000	-0.584143	-0.609371
354	17	44	9	2.180840	0.992543	0.000000	0.173426	0.162969
355	17	30	10	2.262386	0.982542	0.000000	-0.568633	-0.593785
356	17	36	9	2.180840	0.992543			
357	17	90	8	2.017746	0.970331	0.000000	0.674491	0.576182
358	17	40	9	2.180840	0.992543	0.000000	0.273122	-0.032035
359	17	58	9	2.180840	0.992543	0.137931	5.020854	4.243978
360	17	52	9	2.180840	0.992543	0.000000	1.189674	0.574761
361	17	43	9	2.180840	0.992543	0.000000	0.697386	0.587245
362	17	45	6	1.742327	0.972411	0.000000	-0.156832	-0.357793
363	16	73	8	2.079442	1.000000	0.000000	1.443356	0.976296
364	16	56	8	2.079442	1.000000	0.035714	3.000114	2.735067
365	16	48	7	1.906155	0.979570	0.083333	3.522128	1.406052
366	16	56	8	2.079442	1.000000	0.000000	0.045902	0.038622
367	16	65	9	2.166085	0.985828	0.184615	4.681041	3.855690
368	16	64	8	2.079442	1.000000	0.000000	0.838997	0.740293
369	16	44	8	2.079442	1.000000	0.000000	0.868101	0.449390
370	16	47	8	2.079442	1.000000	0.000000	0.553384	0.010701
371	16	57	8	2.079442	1.000000	0.000000	1.740518	1.006373
372	16	34	9	2.166085	0.985828	0.000000	1.471312	0.848702
373	16	64	8	2.079442	1.000000	0.000000	0.955701	0.513397
374	16	72	10	2.252728	0.978347	0.000000	1.926662	1.791337
375	16	41	9	2.166085	0.985828	0.000000	1.198370	1.075182
376	16	72	8	2.079442	1.000000	0.055556	3.931602	3.195684
377	16	36	9	2.166085	0.985828	0.000000	0.000000	-0.136877
378	16	96	8	2.079442	1.000000	0.166667	5.683730	4.974399
379	16	51	8	2.079442	1.000000	0.000000	0.805905	0.600373
380	16	100	8	2.079442	1.000000	0.360000	5.280432	5.062294
381	16	98	8	2.079442	1.000000	0.000000	2.259210	1.789789
382	16	97	8	2.079442	1.000000	0.453608	8.034122	6.632638
383	16	64	8	2.079442	1.000000	0.000000	1.852275	1.139798
384	16	58	8	2.079442	1.000000	0.000000	0.560977	0.256660
385	16	96	8	2.079442	1.000000	0.041667	5.951364	3.188576
386	16	26	8	2.046739	0.984273	0.000000	0.044355	-0.419179
387	16	65	8	2.079442	1.000000	0.123077	5.574451	4.258401
388	16	28	8	2.079442	1.000000	0.000000	-0.260686	-0.423366
389	16	47	8	2.079442	1.000000	0.000000	1.245296	1.034642
390	16	24	9	2.166085	0.985828	0.000000	-0.600008	-0.675149
391	16	42	9	2.166085	0.985828	0.095238	5.057584	2.782202
392	16	28	8	2.079442	1.000000	0.000000	-0.686703	-0.814917
393	16	43	9	2.166085	0.985828	0.046512	3.440122	1.910332
394	16	28	9	2.166085	0.985828	0.000000	0.064398	0.010564
395	16	30	8	2.079442	1.000000	0.000000	0.645871	0.009156
396	16	25	9	2.166085	0.985828	0.000000	2.897005	1.115871
397	16	31	8	2.079442	1.000000	0.000000	-0.071544	-0.308904
398	16	28	8	2.079442	1.000000	0.000000	-0.490125	-0.656928
399	16	56	8	2.079442	1.000000	0.000000	1.427182	1.252332
400	16	76	8	2.079442	1.000000	0.000000	0.744546	0.643066
401	16	52	7	1.906155	0.979570	0.230769	8.703252	6.536951
402	16	54	8	2.079442	1.000000	0.000000	1.228966	0.770013
403	16	94	8	2.079442	1.000000	0.000000	0.971770	0.865369
404	16	60	9	2.166085	0.985828	0.000000	1.618418	0.478736
405	16	50	8	2.079442	1.000000	0.000000	0.362758	0.088100
406	16	67	9	2.079442	0.946395	0.044776	5.602165	2.291593
407	16	28	8	2.079442	1.000000	0.000000	0.469506	0.387428
408	16	60	8	2.079442	1.000000	0.000000	2.990114	2.037432
409	16	32	9	2.166085	0.985828	0.000000	0.174486	-0.259018
410	16	38	8	2.079442	1.000000	0.000000	1.733932	1.385300
411	16	85	8	2.046739	0.984273	0.000000	2.830352	2.377839
412	16	97	8	1.992798	0.958333	0.000000	2.738897	2.484721
413	16	57	9	2.166085	0.985828	0.000000	1.081338	0.743948
414	16	62	8	2.079442	1.000000	0.000000	0.667064	0.388139
415	16	32	4	1.320888	0.952820	0.000000	0.440107	0.352085
416	16	22	3	0.900256	0.819448	0.000000	-0.045964	-0.303891
417	15	36	4	0.720125	0.519460	0.000000	2.493474	1.482133
418	15	71	5	1.494365	0.928501	0.112676	3.160545	3.026171
419	15	54	8	2.061113	0.991186	0.000000	1.943961	1.759515
420	15	48	5	1.494365	0.928501	0.041667	6.982244	2.666011
421	15	19	9	2.118649	0.964239	0.000000	-0.006022	-0.403589
