component_id	size	num_edges	n_species	species_entropy	species_entropy_norm	high_z_frac	max_z	top10_mean_z
3995	3	2	2	0.636514	0.918296	0.000000	0.197070	0.105761
3996	3	2	2	0.636514	0.918296	0.000000	-0.394179	-0.394179
3997	3	2	2	0.636514	0.918296	0.000000	0.347670	0.347670
3998	3	2	2	0.636514	0.918296	0.000000	-0.174434	-0.174434
3999	3	2	2	0.636514	0.918296			
4000	3	2	2	0.636514	0.918296	0.000000	0.172417	0.172417
4001	3	2	2	0.636514	0.918296	0.000000	-0.646525	-0.646525
4002	3	2	3	1.098612	1.000000	0.000000	-0.516854	-0.516854
4003	3	2	2	0.636514	0.918296	0.000000	-0.333079	-0.390398
4004	3	2	2	0.636514	0.918296	0.000000	-0.055853	-0.055853
4005	3	2	2	0.636514	0.918296	0.000000	-0.828020	-0.852276
4006	3	2	2	0.636514	0.918296	0.000000	0.735550	0.735550
4007	3	2	2	0.636514	0.918296			
4008	3	2	2	0.636514	0.918296	0.000000	-0.697996	-0.697996
4009	3	2	2	0.636514	0.918296	0.000000	1.701602	0.706662
4010	3	2	2	0.636514	0.918296	0.000000	2.324835	1.027053
4011	3	2	2	0.636514	0.918296	0.000000	-0.832855	-0.843120
4012	3	2	2	0.636514	0.918296	0.000000	-0.726723	-0.726723
4013	3	2	2	0.636514	0.918296	0.000000	-0.626811	-0.626811
4014	3	2	2	0.636514	0.918296	0.000000	-0.760382	-0.760382
4015	3	2	2	0.636514	0.918296	0.000000	-0.736452	-0.736452
4016	3	2	2	0.636514	0.918296	0.000000	-0.661753	-0.661753
4017	3	2	2	0.636514	0.918296	0.000000	-0.518796	-0.518796
4018	3	2	2	0.636514	0.918296	0.000000	-0.681397	-0.681397
4019	3	2	2	0.636514	0.918296			
4020	3	2	2	0.636514	0.918296	0.000000	-0.300542	-0.300542
4021	3	2	2	0.636514	0.918296			
4022	3	2	2	0.636514	0.918296	0.000000	0.557164	0.557164
4023	3	2	2	0.636514	0.918296	0.000000	-1.107817	-1.107817
4024	3	2	2	0.636514	0.918296	1.000000	5.611736	5.611736
4025	3	2	2	0.636514	0.918296	0.000000	-0.645666	-0.645666
4026	3	2	2	0.636514	0.918296	0.000000	0.023523	0.023523
4027	3	2	2	0.636514	0.918296	0.000000	2.462328	2.462328
4028	3	2	2	0.636514	0.918296			
4029	3	2	2	0.636514	0.918296	0.000000	-0.950835	-0.950835
4030	3	2	2	0.636514	0.918296	0.000000	-0.889930	-0.889930
4031	3	2	2	0.636514	0.918296	0.000000	-0.642601	-0.642601
4032	3	2	2	0.636514	0.918296	0.000000	-0.921198	-0.921198
4033	3	2	2	0.636514	0.918296	0.000000	-0.947566	-0.947566
4034	3	2	2	0.636514	0.918296	0.000000	-0.772553	-0.772553
4035	3	2	2	0.636514	0.918296	0.000000	1.107373	1.107373
4036	3	2	2	0.636514	0.918296	0.000000	0.200053	0.200053
4037	3	2	2	0.636514	0.918296	0.000000	-0.153957	-0.224387
4038	3	2	2	0.636514	0.918296	0.000000	-0.571590	-0.571590
4039	3	2	2	0.636514	0.918296	0.000000	-0.994324	-0.994324
4040	3	2	2	0.636514	0.918296	0.000000	-0.880459	-0.880459
4041	3	2	2	0.636514	0.918296	0.000000	2.565129	2.565129
4042	3	2	2	0.636514	0.918296	0.000000	1.554036	1.554036
4043	3	2	2	0.636514	0.918296	0.000000	-0.677435	-0.793570
4044	3	2	2	0.636514	0.918296	0.000000	-0.244570	-0.244570
4045	3	2	2	0.636514	0.918296	0.000000	-0.639072	-0.639072
4046	3	2	2	0.636514	0.918296	0.000000	-0.668673	-0.668673
4047	3	2	2	0.636514	0.918296	0.000000	0.995441	0.995441
4048	3	2	2	0.636514	0.918296	0.000000	-0.103303	-0.148725
4049	3	2	2	0.636514	0.918296	0.000000	-0.933383	-0.933383
4050	3	2	2	0.636514	0.918296	0.000000	1.529188	1.529188
4051	3	2	2	0.636514	0.918296	0.000000	-0.817220	-0.817220
4052	3	2	2	0.636514	0.918296	0.000000	-0.844494	-0.844494
4053	3	2	2	0.636514	0.918296	0.000000	-0.880849	-0.880849
4054	3	2	2	0.636514	0.918296			
4055	3	2	2	0.636514	0.918296	0.000000	-0.685041	-0.685041
4056	3	2	2	0.636514	0.918296	0.000000	1.051281	0.772027
4057	3	2	2	0.636514	0.918296	0.000000	-1.012999	-1.012999
4058	3	2	2	0.636514	0.918296	1.000000	5.957448	5.957448
4059	3	2	2	0.636514	0.918296	0.000000	1.203005	0.874293
4060	3	2	2	0.636514	0.918296	0.000000	-1.136988	-1.136988
4061	3	2	2	0.636514	0.918296	1.000000	4.376450	4.376450
4062	3	2	2	0.636514	0.918296	0.000000	1.037274	1.037274
4063	3	2	2	0.636514	0.918296	1.000000	4.896206	4.896206
4064	3	2	2	0.636514	0.918296	0.000000	-0.846454	-0.846454
4065	3	2	2	0.636514	0.918296	0.000000	-0.810787	-0.895462
4066	3	2	2	0.636514	0.918296	0.000000	-0.647699	-0.900005
4067	3	2	2	0.636514	0.918296			
4068	3	2	2	0.636514	0.918296	0.000000	-0.942074	-0.942074
4069	3	2	2	0.636514	0.918296	0.000000	0.136527	0.136527
4070	3	2	2	0.636514	0.918296	0.000000	-0.633211	-0.792799
4071	3	2	2	0.636514	0.918296	0.000000	-0.472719	-0.472719
4072	3	2	2	0.636514	0.918296			
4073	3	2	2	0.636514	0.918296			
4074	3	2	2	0.636514	0.918296	0.000000	-0.735338	-0.735338
4075	3	2	2	0.636514	0.918296			
4076	3	2	2	0.636514	0.918296	0.000000	2.663830	0.985886
4077	3	2	2	0.636514	0.918296	0.000000	-0.882963	-0.882963
4078	3	2	2	0.636514	0.918296	0.000000	-0.933033	-0.933033
4079	3	2	2	0.636514	0.918296	0.000000	-0.723919	-0.723919
4080	3	2	2	0.636514	0.918296	0.000000	-0.810272	-0.810272
4081	3	2	2	0.636514	0.918296	0.000000	-0.145380	-0.151333
4082	3	2	2	0.636514	0.918296	1.000000	5.115295	4.157061
4083	3	2	2	0.636514	0.918296	0.000000	0.569260	0.059513
4084	3	2	2	0.636514	0.918296	0.000000	-0.338574	-0.338574
4085	3	2	2	0.636514	0.918296	0.000000	-0.157119	-0.457474
4086	3	2	2	0.636514	0.918296	0.000000	1.183713	1.183713
4087	3	2	2	0.636514	0.918296	0.000000	-0.535707	-0.535707
4088	3	2	2	0.636514	0.918296	0.000000	0.588907	0.588907
4089	3	2	2	0.636514	0.918296	0.000000	0.211594	0.211594
4090	3	2	2	0.636514	0.918296	0.000000	-0.738556	-0.738556
4091	3	2	2	0.636514	0.918296	0.000000	-0.123981	-0.123981
4092	3	2	2	0.636514	0.918296	0.000000	0.506239	0.506239
4093	3	2	2	0.636514	0.918296	0.000000	-0.684116	-0.684116
4094	3	2	2	0.636514	0.918296	0.000000	0.314586	0.314586
4095	3	2	2	0.636514	0.918296	0.000000	0.339106	0.033192
4096	3	2	2	0.636514	0.918296	0.000000	-0.712374	-0.725174
4097	3	2	2	0.636514	0.918296			
4098	3	2	2	0.636514	0.918296	0.000000	0.032107	-0.007932
4099	3	2	2	0.636514	0.918296			
4100	3	2	2	0.636514	0.918296	0.000000	-0.845473	-0.845473
4101	3	2	2	0.636514	0.918296	0.000000	0.015658	0.015658
4102	3	2	2	0.636514	0.918296	0.000000	-0.127647	-0.127647
4103	3	2	2	0.636514	0.918296			
4104	3	2	2	0.636514	0.918296			
4105	3	2	2	0.636514	0.918296			
4106	3	2	2	0.636514	0.918296	0.000000	0.473718	-0.024422
4107	3	2	2	0.636514	0.918296	1.000000	3.013570	3.013570
4108	3	2	2	0.636514	0.918296	0.000000	-0.693126	-0.693126
4109	3	2	2	0.636514	0.918296			
4110	3	2	2	0.636514	0.918296	0.000000	-0.954140	-0.990058
4111	3	2	2	0.636514	0.918296	0.000000	-0.788596	-0.788596
4112	3	2	2	0.636514	0.918296	0.000000	-0.885967	-0.885967
4113	3	2	2	0.636514	0.918296			
4114	3	2	2	0.636514	0.918296	0.000000	-1.081286	-1.081286
4115	3	2	2	0.636514	0.918296	0.000000	-0.422941	-0.422941
4116	3	2	2	0.636514	0.918296	0.000000	-1.013475	-1.013475
4117	3	2	2	0.636514	0.918296	0.000000	-1.290404	-1.290404
4118	3	2	2	0.636514	0.918296	0.000000	-0.733161	-0.733161
4119	3	2	2	0.636514	0.918296	0.000000	0.235025	0.235025
4120	3	2	2	0.636514	0.918296	0.000000	-0.369832	-0.369832
4121	3	2	2	0.636514	0.918296			
4122	3	2	2	0.636514	0.918296			
4123	3	2	2	0.636514	0.918296			
4124	3	2	2	0.636514	0.918296	0.000000	0.151416	0.151416
4125	3	2	2	0.636514	0.918296	0.000000	-0.151416	-0.151416
4126	3	2	2	0.636514	0.918296	0.000000	-0.279546	-0.279546
4127	3	2	2	0.636514	0.918296			
4128	3	2	2	0.636514	0.918296	0.000000	-0.639099	-0.639099
4129	3	2	2	0.636514	0.918296			
4130	3	2	2	0.636514	0.918296	0.000000	-0.348957	-0.348957
4131	3	2	2	0.636514	0.918296	0.000000	-0.303651	-0.303651
4132	3	2	2	0.636514	0.918296	0.000000	-0.398699	-0.398699
4133	3	2	2	0.636514	0.918296	0.000000	0.674491	0.674491
4134	3	2	2	0.636514	0.918296	0.000000	-0.799715	-0.799715
4135	3	2	2	0.636514	0.918296	0.000000	-0.820004	-0.820004
4136	3	2	2	0.636514	0.918296	0.000000	-0.762901	-0.762901
4137	3	2	2	0.636514	0.918296	0.000000	0.214678	0.214678
4138	3	2	2	0.636514	0.918296	0.000000	-0.294010	-0.294010
4139	3	2	2	0.636514	0.918296	0.000000	-0.791472	-0.791472
4140	3	2	2	0.636514	0.918296	0.000000	-0.704932	-0.704932
4141	3	2	2	0.636514	0.918296	0.000000	-0.285111	-0.285111
4142	3	2	2	0.636514	0.918296	0.000000	-0.108671	-0.108671
4143	3	2	2	0.636514	0.918296	0.000000	-0.321181	-0.321181
4144	3	2	2	0.636514	0.918296	0.000000	-0.734281	-0.734281
4145	3	2	2	0.636514	0.918296	0.000000	0.114233	0.114233
4146	3	2	2	0.636514	0.918296	0.000000	-0.709749	-0.709749
4147	3	2	2	0.636514	0.918296	0.000000	-0.708325	-0.708325
4148	3	2	2	0.636514	0.918296	0.000000	-0.632330	-0.632330
4149	3	2	2	0.636514	0.918296	0.000000	0.674491	0.674491
4150	3	2	2	0.636514	0.918296	0.000000	-0.429057	-0.429057
4151	3	2	2	0.636514	0.918296	0.000000	0.674491	0.674491
4152	3	2	2	0.636514	0.918296	0.000000	0.674491	0.674491
4153	3	2	2	0.636514	0.918296	0.000000	-0.174387	-0.174387
4154	3	2	2	0.636514	0.918296	0.000000	-0.447762	-0.447762
4155	3	2	2	0.636514	0.918296	0.000000	0.674491	0.674491
4156	3	2	2	0.636514	0.918296			
4157	3	2	2	0.636514	0.918296	0.000000	-0.802228	-0.879831
4158	3	2	2	0.636514	0.918296			
4159	3	2	2	0.636514	0.918296	0.000000	-0.754709	-0.792784
4160	3	2	2	0.636514	0.918296	0.000000	-0.929562	-0.929562
4161	3	2	2	0.636514	0.918296	0.000000	-0.871896	-0.871896
4162	3	2	2	0.636514	0.918296	0.000000	0.032163	-0.408836
4163	3	2	2	0.636514	0.918296	0.000000	-1.126139	-1.126139
4164	3	2	2	0.636514	0.918296	0.000000	-0.776188	-0.776188
4165	3	2	2	0.636514	0.918296	0.000000	-0.514434	-0.514434
4166	3	2	2	0.636514	0.918296	0.000000	-0.665729	-0.737309
4167	3	2	2	0.636514	0.918296	0.000000	-0.669037	-0.806731
4168	3	2	2	0.636514	0.918296			
4169	3	2	2	0.636514	0.918296	0.000000	-0.900036	-0.900036
4170	3	2	2	0.636514	0.918296	0.000000	-0.192555	-0.192555
4171	3	2	2	0.636514	0.918296	0.000000	-0.144590	-0.389156
4172	3	2	2	0.636514	0.918296	0.000000	-0.827171	-0.827171
4173	3	2	2	0.636514	0.918296			
4174	3	2	2	0.636514	0.918296	0.000000	-0.680635	-0.707142
4175	3	2	2	0.636514	0.918296	0.000000	-0.747334	-0.747334
4176	3	2	2	0.636514	0.918296			
4177	3	2	2	0.636514	0.918296			
4178	3	2	2	0.636514	0.918296			
4179	3	2	2	0.636514	0.918296	0.000000	-0.876510	-0.876510
4180	3	2	2	0.636514	0.918296	0.000000	-0.990007	-0.990007
4181	3	2	2	0.636514	0.918296	0.000000	-0.705016	-0.705016
4182	3	2	2	0.636514	0.918296	0.000000	-0.742122	-0.742122
4183	3	2	2	0.636514	0.918296			
4184	3	2	2	0.636514	0.918296	0.000000	-0.912057	-0.912057
4185	3	2	2	0.636514	0.918296			
4186	3	2	2	0.636514	0.918296			
4187	3	2	2	0.636514	0.918296			
4188	3	2	2	0.636514	0.918296	0.000000	-0.674491	-0.674491
4189	3	2	2	0.636514	0.918296			
4190	3	2	2	0.636514	0.918296			
4191	3	2	2	0.636514	0.918296			
4192	3	2	2	0.636514	0.918296			
4193	3	2	2	0.636514	0.918296	0.000000	-0.124866	-0.124866
4194	3	2	2	0.636514	0.918296	0.000000	-0.702754	-0.702754
4195	3	2	2	0.636514	0.918296	0.000000	-0.902216	-0.902216
4196	3	2	2	0.636514	0.918296	0.000000	-0.690673	-0.690673
4197	3	2	2	0.636514	0.918296	0.000000	-0.793824	-0.793824
4198	3	2	2	0.636514	0.918296	0.000000	-0.754404	-0.754404
4199	3	2	2	0.636514	0.918296			
4200	3	2	2	0.636514	0.918296	0.000000	-1.023143	-1.023143
4201	3	2	2	0.636514	0.918296	0.000000	-0.881633	-0.881633
4202	3	2	2	0.636514	0.918296	0.000000	1.035868	1.035868
4203	3	2	2	0.636514	0.918296	0.000000	-0.648374	-0.648374
4204	3	2	2	0.636514	0.918296	0.000000	-0.027705	-0.027705
4205	3	2	2	0.636514	0.918296	0.000000	-0.425682	-0.425682
4206	3	2	2	0.636514	0.918296	0.000000	-0.849370	-0.849370
4207	3	2	2	0.636514	0.918296	0.000000	-0.641652	-0.641652
4208	3	2	2	0.636514	0.918296	0.000000	-0.699925	-0.699925
4209	3	2	2	0.636514	0.918296	0.000000	-0.755036	-0.755036
4210	3	2	2	0.636514	0.918296	0.000000	-0.678726	-0.678726
4211	3	2	2	0.636514	0.918296	0.000000	0.255223	0.255223
4212	3	2	2	0.636514	0.918296	0.000000	-0.024028	-0.024028
4213	3	2	2	0.636514	0.918296			
4214	3	2	2	0.636514	0.918296	0.000000	0.403469	0.403469
4215	3	2	2	0.636514	0.918296	0.000000	-0.751625	-0.786985
4216	3	2	2	0.636514	0.918296	0.000000	1.610844	1.610844
4217	3	2	2	0.636514	0.918296	0.000000	-0.898872	-0.920728
4218	3	2	2	0.636514	0.918296			
4219	3	2	2	0.636514	0.918296			
4220	3	2	2	0.636514	0.918296			
4221	3	2	2	0.636514	0.918296	0.000000	-0.699288	-0.699288
4222	3	2	2	0.636514	0.918296	0.000000	-0.674491	-0.674491
4223	3	2	2	0.636514	0.918296	0.000000	-0.752549	-0.752549
4224	3	2	2	0.636514	0.918296	1.000000	13.286498	12.032544
4225	3	2	2	0.636514	0.918296			
4226	3	2	2	0.636514	0.918296	0.000000	-1.263836	-1.263836
4227	3	2	3	1.098612	1.000000	0.000000	-0.641462	-0.720883
4228	3	2	2	0.636514	0.918296			
4229	3	2	2	0.636514	0.918296			
4230	3	2	2	0.636514	0.918296	0.000000	-1.034648	-1.034648
4231	3	2	2	0.636514	0.918296	0.000000	-0.566975	-0.566975
4232	3	2	2	0.636514	0.918296	0.000000	-0.674491	-0.674491
4233	3	2	2	0.636514	0.918296	0.000000	-0.786511	-0.786511
4234	3	2	2	0.636514	0.918296	0.000000	-0.930062	-0.930062
4235	3	2	2	0.636514	0.918296	0.000000	0.320117	0.129435
4236	3	2	2	0.636514	0.918296	0.000000	-0.836816	-0.836816
4237	3	2	3	1.098612	1.000000	0.000000	-0.093291	-0.448052
4238	3	2	2	0.636514	0.918296	0.000000	-0.884780	-0.884780
4239	3	2	2	0.636514	0.918296	0.000000	-0.534204	-0.534204
4240	3	2	2	0.636514	0.918296	0.000000	-0.245136	-0.245136
4241	3	2	2	0.636514	0.918296	0.000000	-1.009889	-1.009889
4242	3	2	2	0.636514	0.918296			
4243	3	2	2	0.636514	0.918296			
4244	3	2	2	0.636514	0.918296	0.000000	-0.497081	-0.497081
4245	3	2	2	0.636514	0.918296	0.000000	-0.674491	-0.674491
4246	3	2	2	0.636514	0.918296	0.000000	-0.684024	-0.684024
4247	3	2	2	0.636514	0.918296			
4248	3	2	2	0.636514	0.918296	0.000000	-0.887504	-0.887504
4249	3	2	2	0.636514	0.918296	0.000000	0.007252	0.007252
4250	3	2	2	0.636514	0.918296	0.000000	-0.621052	-0.621052
4251	3	2	2	0.636514	0.918296	0.000000	-0.722583	-0.722583
4252	3	2	2	0.636514	0.918296	0.000000	-0.955179	-0.955179
4253	3	2	2	0.636514	0.918296	0.000000	-0.964265	-0.964265
4254	3	2	2	0.636514	0.918296	1.000000	4.971388	4.971388
4255	3	2	2	0.636514	0.918296	1.000000	4.971388	4.971388
4256	3	2	2	0.636514	0.918296	1.000000	4.019637	4.019637
4257	3	2	2	0.636514	0.918296	1.000000	4.971388	4.971388
4258	3	2	2	0.636514	0.918296	1.000000	3.743897	3.743897
4259	3	2	2	0.636514	0.918296	0.000000	1.972731	1.972731
4260	3	2	2	0.636514	0.918296	1.000000	3.329626	3.329626
4261	3	2	2	0.636514	0.918296	1.000000	3.644713	3.644713
4262	3	2	2	0.636514	0.918296	0.000000	2.298752	2.298752
4263	3	2	2	0.636514	0.918296	0.000000	2.726245	2.726245
4264	3	2	2	0.636514	0.918296	1.000000	3.507801	3.507801
4265	3	2	2	0.636514	0.918296	0.000000	1.698097	1.698097
4266	3	2	2	0.636514	0.918296	0.000000	1.108420	1.108420
4267	3	2	2	0.636514	0.918296	0.000000	-0.069107	-0.069107
4268	3	2	2	0.636514	0.918296	0.000000	0.288414	0.288414
4269	3	2	2	0.636514	0.918296	0.000000	-0.948599	-0.948599
4270	3	2	2	0.636514	0.918296	0.000000	-0.023871	-0.023871
4271	3	2	2	0.636514	0.918296	0.000000	0.686508	0.686508
4272	3	2	2	0.636514	0.918296	0.000000	-0.982004	-0.982004
4273	3	2	2	0.636514	0.918296	0.000000	-0.879437	-0.879437
4274	3	2	2	0.636514	0.918296	0.000000	-0.834968	-0.834968
4275	3	2	2	0.636514	0.918296	0.000000	-0.956119	-0.956119
4276	3	2	2	0.636514	0.918296	0.000000	-0.484911	-0.484911
4277	3	2	2	0.636514	0.918296	0.000000	-0.856956	-0.856956
4278	3	2	2	0.636514	0.918296	0.000000	-0.688249	-0.688249
4279	3	2	2	0.636514	0.918296	0.000000	-0.310181	-0.515132
4280	3	2	2	0.636514	0.918296	0.000000	-0.688019	-0.688019
4281	3	2	2	0.636514	0.918296	0.000000	-0.757181	-0.757181
4282	3	2	2	0.636514	0.918296	0.000000	-0.996090	-0.996090
4283	3	2	2	0.636514	0.918296	0.000000	-0.791362	-0.791362
4284	3	2	2	0.636514	0.918296	0.000000	-0.290198	-0.290198
4285	3	2	2	0.636514	0.918296	0.000000	-0.352355	-0.352355
4286	3	2	2	0.636514	0.918296	0.000000	-1.025915	-1.025915
4287	3	2	2	0.636514	0.918296	0.000000	-0.819327	-0.819327
4288	3	2	2	0.636514	0.918296			
4289	3	2	2	0.636514	0.918296	0.000000	0.247556	0.247556
4290	3	2	2	0.636514	0.918296	0.000000	-0.094620	-0.094620
4291	3	2	2	0.636514	0.918296	0.000000	-1.014204	-1.014204
4292	3	2	2	0.636514	0.918296	0.000000	-0.850466	-0.850466
4293	3	2	2	0.636514	0.918296	0.000000	-0.707107	-0.707107
4294	3	2	2	0.636514	0.918296	0.000000	2.412800	2.412800
4295	3	2	2	0.636514	0.918296	0.000000	-0.644326	-0.667913
4296	3	2	2	0.636514	0.918296	0.000000	-0.057429	-0.057429
4297	3	2	2	0.636514	0.918296	0.000000	-0.197121	-0.197121
4298	3	2	2	0.636514	0.918296	0.000000	0.099688	0.099688
4299	3	2	2	0.636514	0.918296	0.000000	-0.118459	-0.118459
4300	3	2	2	0.636514	0.918296	0.000000	0.025830	0.025830
4301	3	2	2	0.636514	0.918296	0.000000	0.027439	0.027439
4302	3	2	2	0.636514	0.918296	0.000000	0.899916	0.899916
4303	3	2	2	0.636514	0.918296	0.000000	-0.214797	-0.214797
4304	3	2	2	0.636514	0.918296	0.000000	-0.069076	-0.069076
4305	3	2	2	0.636514	0.918296	0.000000	-0.269917	-0.269917
4306	3	2	2	0.636514	0.918296	0.000000	-0.906212	-0.906212
4307	3	2	2	0.636514	0.918296	0.000000	-0.237202	-0.237202
4308	3	2	2	0.636514	0.918296	1.000000	3.401009	3.401009
4309	3	2	2	0.636514	0.918296	0.000000	-0.917723	-0.917723
4310	3	2	2	0.636514	0.918296	0.000000	-0.351129	-0.351129
4311	3	2	2	0.636514	0.918296	0.000000	0.620269	0.620269
4312	3	2	2	0.636514	0.918296	0.000000	0.610976	0.610976
4313	3	2	2	0.636514	0.918296	0.000000	-0.798980	-0.798980
4314	3	2	2	0.636514	0.918296	0.000000	1.077073	1.077073
4315	3	2	2	0.636514	0.918296	0.000000	-0.635570	-0.635570
4316	3	2	2	0.636514	0.918296	0.000000	-0.730541	-0.730541
4317	3	2	2	0.636514	0.918296	1.000000	3.782785	3.782785
4318	3	2	2	0.636514	0.918296	0.000000	-0.344792	-0.344792
4319	3	2	2	0.636514	0.918296	0.000000	-0.733583	-0.733583
4320	3	2	2	0.636514	0.918296	0.000000	0.170918	0.170918
4321	3	2	2	0.636514	0.918296	0.000000	-0.347714	-0.347714
4322	3	2	2	0.636514	0.918296	0.000000	1.676885	1.676885
4323	3	2	2	0.636514	0.918296	0.000000	0.593355	0.593355
4324	3	2	2	0.636514	0.918296	0.000000	-0.011284	-0.011284
4325	3	2	2	0.636514	0.918296	0.000000	-0.032080	-0.032080
4326	3	2	2	0.636514	0.918296	0.000000	1.943103	1.943103
4327	3	2	2	0.636514	0.918296	0.000000	1.170785	1.170785
4328	3	2	2	0.636514	0.918296	0.000000	-0.884231	-0.884231
4329	3	2	2	0.636514	0.918296	0.000000	-0.243824	-0.243824
4330	3	2	2	0.636514	0.918296	0.000000	-0.768542	-0.768542
4331	3	2	2	0.636514	0.918296	0.000000	-0.458730	-0.458730
4332	3	2	2	0.636514	0.918296	0.000000	-0.567316	-0.567316
4333	3	2	2	0.636514	0.918296	0.000000	0.096492	0.096492
4334	3	2	2	0.636514	0.918296	0.000000	0.439062	0.439062
4335	3	2	2	0.636514	0.918296	0.000000	0.895746	0.895746
4336	3	2	2	0.636514	0.918296	0.000000	0.891269	0.891269
4337	3	2	2	0.636514	0.918296	0.000000	-0.971912	-0.971912
4338	3	2	2	0.636514	0.918296	0.000000	1.781115	1.781115
4339	3	2	2	0.636514	0.918296	0.000000	0.275707	0.275707
4340	3	2	2	0.636514	0.918296	0.000000	0.718632	0.718632
4341	3	2	2	0.636514	0.918296	0.000000	0.360006	0.360006
4342	3	2	2	0.636514	0.918296	0.000000	0.400918	0.400918
4343	3	2	2	0.636514	0.918296	0.000000	-0.588813	-0.588813
4344	3	2	2	0.636514	0.918296	0.000000	-0.817488	-0.817488
4345	3	2	2	0.636514	0.918296	0.000000	1.822805	1.822805
4346	3	2	2	0.636514	0.918296	0.000000	-0.545284	-0.545284
4347	3	2	2	0.636514	0.918296	0.000000	-0.453980	-0.453980
4348	3	2	2	0.636514	0.918296	0.000000	0.593355	0.593355
4349	3	2	2	0.636514	0.918296	0.000000	0.200459	0.200459
4350	3	2	2	0.636514	0.918296	0.000000	0.023609	0.023609
4351	3	2	2	0.636514	0.918296	0.000000	-0.443024	-0.443024
4352	3	2	2	0.636514	0.918296	0.000000	0.195983	0.195983
4353	3	2	2	0.636514	0.918296	0.000000	1.525712	1.525712
4354	3	2	2	0.636514	0.918296	0.000000	-0.710741	-0.710741
4355	3	2	2	0.636514	0.918296	0.000000	-0.523678	-0.523678
4356	3	2	2	0.636514	0.918296	0.000000	-0.154227	-0.154227
4357	3	2	2	0.636514	0.918296	0.000000	0.214885	0.214885
4358	3	2	2	0.636514	0.918296	0.000000	-0.701119	-0.701119
4359	3	2	2	0.636514	0.918296	0.000000	-0.928690	-0.928690
4360	3	2	2	0.636514	0.918296	0.000000	-0.223400	-0.223400
4361	3	2	2	0.636514	0.918296	0.000000	-0.452721	-0.452721
4362	3	2	2	0.636514	0.918296	0.000000	0.827689	0.827689
4363	3	2	2	0.636514	0.918296	0.000000	0.727968	0.727968
4364	3	2	2	0.636514	0.918296	0.000000	1.421635	1.421635
4365	3	2	2	0.636514	0.918296	0.000000	0.943598	0.943598
4366	3	2	2	0.636514	0.918296	0.000000	-0.852337	-0.852337
4367	3	2	2	0.636514	0.918296	0.000000	-0.583242	-0.583242
4368	3	2	2	0.636514	0.918296	0.000000	-0.901579	-0.901579
4369	3	2	2	0.636514	0.918296	0.000000	0.365544	0.365544
4370	3	2	2	0.636514	0.918296	0.000000	-0.488906	-0.488906
4371	3	2	2	0.636514	0.918296	0.000000	-0.663699	-0.663699
4372	3	2	2	0.636514	0.918296	0.000000	0.055207	0.055207
4373	3	2	2	0.636514	0.918296	0.000000	-0.974736	-0.974736
4374	3	2	2	0.636514	0.918296	0.000000	2.114404	2.114404
4375	3	2	2	0.636514	0.918296	0.000000	-0.540709	-0.540709
4376	3	2	2	0.636514	0.918296	0.000000	2.981375	2.981375
4377	3	2	2	0.636514	0.918296	0.000000	-0.767020	-0.767020
4378	3	2	2	0.636514	0.918296	0.000000	-0.975656	-0.975656
4379	3	2	2	0.636514	0.918296	0.000000	1.520907	1.520907
4380	3	2	2	0.636514	0.918296	0.000000	-0.845584	-0.845584
4381	3	2	2	0.636514	0.918296	0.000000	0.950745	0.950745
4382	3	2	2	0.636514	0.918296	0.000000	-0.711638	-0.711638
4383	3	2	2	0.636514	0.918296	0.000000	1.140609	1.140609
4384	3	2	2	0.636514	0.918296	0.000000	0.207344	0.207344
4385	3	2	2	0.636514	0.918296	0.000000	-0.705104	-0.705104
4386	3	2	2	0.636514	0.918296	0.000000	1.065340	1.065340
4387	3	2	2	0.636514	0.918296	0.000000	1.640274	1.640274
4388	3	2	2	0.636514	0.918296	0.000000	0.179642	0.179642
4389	3	2	2	0.636514	0.918296	0.000000	0.834661	0.834661
4390	3	2	2	0.636514	0.918296	0.000000	0.836576	0.836576
4391	3	2	2	0.636514	0.918296	0.000000	1.663543	1.663543
4392	3	2	2	0.636514	0.918296	0.000000	1.171014	1.171014
4393	3	2	2	0.636514	0.918296	0.000000	0.458490	0.458490
4394	3	2	2	0.636514	0.918296	0.000000	-0.300935	-0.300935
4395	3	2	2	0.636514	0.918296	0.000000	-0.991077	-0.991077
4396	3	2	2	0.636514	0.918296	0.000000	-0.020051	-0.020051
4397	3	2	2	0.636514	0.918296	0.000000	-0.564416	-0.564416
4398	3	2	2	0.636514	0.918296	0.000000	-0.824526	-0.824526
4399	3	2	2	0.636514	0.918296	0.000000	-0.509942	-0.509942
4400	3	2	2	0.636514	0.918296	0.000000	2.638827	2.638827
4401	3	2	2	0.636514	0.918296	0.000000	0.346302	0.346302
4402	3	2	2	0.636514	0.918296	0.000000	-0.768104	-0.768104
4403	3	2	2	0.636514	0.918296	0.000000	0.487855	0.487855
4404	3	2	2	0.636514	0.918296	0.000000	-0.154665	-0.154665
4405	3	2	2	0.636514	0.918296	0.000000	0.336660	0.336660
4406	3	2	2	0.636514	0.918296	0.000000	1.576180	1.576180
4407	3	2	2	0.636514	0.918296	0.000000	-0.358397	-0.358397
4408	3	2	2	0.636514	0.918296	0.000000	0.247643	0.247643
4409	3	2	2	0.636514	0.918296	0.000000	-0.758483	-0.758483
4410	3	2	2	0.636514	0.918296	0.000000	-0.183089	-0.183089
